% description
@RELATION metaDataset

@ATTRIBUTE Attributes REAL
@ATTRIBUTE "Average absolute correlation between numeric attributes" REAL
@ATTRIBUTE "Average examples per labelset" REAL
@ATTRIBUTE "Average gain ratio" REAL
@ATTRIBUTE Bound REAL
@ATTRIBUTE "CVIR inter class" REAL
@ATTRIBUTE Cardinality REAL
@ATTRIBUTE DefaultAccuracy REAL
@ATTRIBUTE Density REAL
@ATTRIBUTE "Distinct labelsets" REAL
@ATTRIBUTE Diversity REAL
@ATTRIBUTE Instances REAL
@ATTRIBUTE "Kurtosis cardinality" REAL
@ATTRIBUTE Labels REAL
@ATTRIBUTE LxIxF REAL
@ATTRIBUTE "Max IR inter class" REAL
@ATTRIBUTE "Max IR intra class" REAL
@ATTRIBUTE "Max IR per labelset" REAL
@ATTRIBUTE "Maximal entropy of labels" REAL
@ATTRIBUTE "Mean examples per labelset" REAL
@ATTRIBUTE "Mean of IR inter class" REAL
@ATTRIBUTE "Mean of IR intra class" REAL
@ATTRIBUTE "Mean of IR per labelset" REAL
@ATTRIBUTE "Mean of entropies of labels" REAL
@ATTRIBUTE "Mean of entropies of nominal attributes" REAL
@ATTRIBUTE "Mean of kurtosis" REAL
@ATTRIBUTE "Mean of mean of numeric attributes" REAL
@ATTRIBUTE "Mean of skewness of numeric attributes" REAL
@ATTRIBUTE "Mean of standard deviation of IR intra class" REAL
@ATTRIBUTE "Mean of standard deviation of numeric attributes" REAL
@ATTRIBUTE "Minimal entropy of labels" REAL
@ATTRIBUTE "Number of binary attributes" REAL
@ATTRIBUTE "Number of labelsets up to 10 examples" REAL
@ATTRIBUTE "Number of labelsets up to 2 examples" REAL
@ATTRIBUTE "Number of labelsets up to 5 examples" REAL
@ATTRIBUTE "Number of labelsets up to 50 examples" REAL
@ATTRIBUTE "Number of nominal attributes" REAL
@ATTRIBUTE "Number of numeric attributes" REAL
@ATTRIBUTE "Number of unconditionally dependent label pairs by chi-square test" REAL
@ATTRIBUTE "Number of unique labelsets" REAL
@ATTRIBUTE "Proportion of binary attributes" REAL
@ATTRIBUTE "Proportion of distinct labelsets" REAL
@ATTRIBUTE "Proportion of maxim label combination (PMax)" REAL
@ATTRIBUTE "Proportion of nominal attributes" REAL
@ATTRIBUTE "Proportion of numeric attributes" REAL
@ATTRIBUTE "Proportion of numeric attributes with outliers" REAL
@ATTRIBUTE "Proportion of unique label combination (PUniq)" REAL
@ATTRIBUTE "Ratio of number of instances to the number of attributes" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 10 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 2 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 5 examples" REAL
@ATTRIBUTE "Ratio of number of labelsets up to 50 examples" REAL
@ATTRIBUTE "Ratio of unconditionally dependent label pairs by chi-square test" REAL
@ATTRIBUTE RatioTestToPower REAL
@ATTRIBUTE RatioTotalToPower REAL
@ATTRIBUTE RatioTrainToPower REAL
@ATTRIBUTE RatioUnseenToTest REAL
@ATTRIBUTE SCUMBLE REAL
@ATTRIBUTE "Skewness cardinality" REAL
@ATTRIBUTE "Standard deviation of examples per labelset" REAL
@ATTRIBUTE "Standard deviation of label cardinality" REAL
@ATTRIBUTE TotalDistinctClasses REAL
@ATTRIBUTE UnseenInTrain REAL
@ATTRIBUTE name string

@DATA
635.0,0.0,1.6153846153846154,0.00011993649198225162,3717.0,1.1865725707163317,2.558245897228948,0.014527845036319613,0.00933666385849981,2301.0,0.6190476190476191,3717.0,-0.4939366274885036,274.0,646720830.0,892.0,3716.0,54.0,0.7950044859999306,1.6153846153846154,96.09166602440196,397.96012108141963,47.063255709938964,0.06398593508680628,0.0,260.9693906179783,0.0507389966084748,12.61718125026038,1823.7956891449603,0.3260671632790732,0.0,0.0,2274.0,2080.0,2227.0,2300.0,0.0,635.0,1234.0,1830.0,0.0,0.6190476190476191,0.014527845036319613,0.0,1.0,1.0,0.4923325262308313,5.853543307086614,0.9882659713168188,0.903954802259887,0.9678400695349848,0.9995654063450674,0.03299377022004759,2301.0,2301.0,2301.0,0.0,0.2713428467949934,1.7009174314062598,2.411458178208316,1.0772927540584123,2301.0,0.0,stackex_cs
500.0,0.0,5.463636363636364,0.0,2404.0,1.46886206845151,1.4579866888519135,0.06697171381031614,0.0141552105713778,440.0,0.18302828618968386,2404.0,5.106080741676092,103.0,123806000.0,190.0,2403.0,161.0,0.3987695860367946,5.463636363636364,30.790692953386408,354.62941394146367,117.16827201313937,0.09182654791916064,0.0,0.0,0.0012681949309484182,0.0,1167.9708737864078,0.008698026814728163,0.0,0.0,400.0,324.0,378.0,428.0,0.0,500.0,211.0,277.0,0.0,0.18302828618968386,0.06697171381031614,0.0,1.0,0.872,0.11522462562396006,4.808,0.9090909090909091,0.7363636363636363,0.8590909090909091,0.9727272727272728,0.040167523320007614,440.0,440.0,440.0,0.0,0.05047813472145573,0.9485573483032941,16.75704859711127,0.8090099824576895,440.0,0.0,reutersk500
440.0,0.0,18.962962962962962,0.0008763900758157526,1024.0,1.126486000407428,1.1611328125,0.240234375,0.08293805803571429,54.0,0.052734375,1024.0,6.343970673390699,14.0,6307840.0,53.333333333333336,169.66666666666666,246.0,0.8960382325345579,18.962962962962962,14.072553772176091,44.03217207096348,126.91408350788744,0.34198273270809404,0.0,20.60740746683585,0.22727406782670462,2.804805368371175,427.07142857142856,0.18795159500833,0.05187596258849107,0.0,43.0,27.0,38.0,47.0,0.0,440.0,21.0,21.0,0.0,0.052734375,0.240234375,0.0,1.0,0.8681818181818182,0.0205078125,2.327272727272727,0.7962962962962963,0.5,0.7037037037037037,0.8703703703703703,0.23076923076923078,54.0,54.0,54.0,0.0,0.020120609808806273,2.5319075067162764,44.415947654369205,0.3984489551139246,54.0,0.0,HumanPseAAC
1538.0,0.011375469231887172,12.521739130434783,0.0014809465091251335,288.0,0.10125410285069734,1.0729166666666667,0.2534722222222222,0.08940972222222222,23.0,0.0798611111111111,288.0,-2.011232671816835,12.0,5315328.0,1.3271028037383177,71.0,73.0,0.8221004037117997,12.521739130434783,1.0923067958151158,23.73964634245964,34.310606301910646,0.38055501718219725,0.0,11.831855461293403,12.443800113954195,1.319941413037341,118.25,6.618341888118196,0.10559103637519426,0.0,17.0,10.0,12.0,22.0,0.0,1538.0,5.0,9.0,0.0,0.0798611111111111,0.2534722222222222,0.0,1.0,0.8914174252275683,0.03125,0.18725617685305593,0.7391304347826086,0.43478260869565216,0.5217391304347826,0.9565217391304348,0.07575757575757576,23.0,23.0,23.0,0.0,0.0039945788651633285,0.032460801116572575,18.504686986103987,9.875107506140893,23.0,0.0,proteins_plant
294.0,0.0,68.57142857142857,0.03886481965566458,64.0,0.10028251644489335,1.0666666666666667,0.17083333333333334,0.17777777777777778,14.0,0.21875,960.0,12.446181060580303,6.0,1693440.0,1.3506493506493507,5.233766233766234,164.0,0.754034056197132,68.57142857142857,1.230363435759838,4.678600472737715,42.85339709234194,0.6735753080464737,0.0,8.3353410210055,0.30604994430980703,1.696055128569748,309.3333333333333,0.18144745438463633,0.63530542242044,0.0,7.0,3.0,4.0,8.0,0.0,294.0,14.0,3.0,0.0,0.014583333333333334,0.17083333333333334,0.0,1.0,0.5612244897959183,0.003125,3.2653061224489797,0.5,0.21428571428571427,0.2857142857142857,0.5714285714285714,0.9333333333333333,14.0,14.0,14.0,0.0,0.0002909529069770609,4.097102302893197,70.81940239159069,0.2537175799151736,14.0,0.0,scene
260.0,0.12337542925384891,3.918918918918919,0.00704546422330818,290.0,1.42819172861845,0.9655172413793104,0.46551724137931033,0.050816696914700546,74.0,0.25517241379310346,290.0,0.6536650502933743,19.0,1432600.0,40.0,289.0,135.0,0.5787946246321198,3.918918918918919,6.059898993335526,42.93426770168256,95.11727799227798,0.26892035357572686,0.9905217643092189,65.22385279840712,21.19575468350709,6.385091999381218,130.26315789473685,55.134073104380484,0.03317280641942918,1.0,72.0,58.0,68.0,73.0,2.0,258.0,17.0,39.0,0.0038461538461538464,0.25517241379310346,0.46551724137931033,0.007692307692307693,0.9923076923076923,0.9496124031007752,0.13448275862068965,1.1153846153846154,0.972972972972973,0.7837837837837838,0.918918918918919,0.9864864864864865,0.09941520467836257,74.0,74.0,74.0,0.0,0.03409329493878266,0.7924126681371956,15.487359062253182,1.1370683673465052,74.0,0.0,birds
500.0,0.0,14.399497487437186,0.001804675071605324,11462.0,0.824696617064917,2.210696213575292,0.09108358052695864,0.10048619152614964,796.0,0.06944686791135928,11462.0,2.134671288189947,22.0,126082000.0,46.86206896551724,78.04827586206896,1044.0,0.9749913871895161,14.399497487437186,17.471565916404526,28.506497066273198,629.3760774751485,0.3636445478900484,0.1943914331061869,0.0,0.0,0.0,4675.954545454545,0.0,0.09789198963519088,500.0,681.0,509.0,626.0,768.0,500.0,0.0,160.0,361.0,1.0,0.06944686791135928,0.09108358052695864,1.0,0.0,0.0,0.031495376025126504,22.924,0.8555276381909548,0.6394472361809045,0.7864321608040201,0.964824120603015,0.6926406926406926,796.0,796.0,796.0,0.0,0.1943139156932662,0.8896130267870195,68.24535399172626,1.062162191682291,796.0,0.0,tmc2007_500
9844.0,0.0,18.962962962962962,0.00019196629532264355,1024.0,1.126486000407428,1.1611328125,0.240234375,0.08293805803571429,54.0,0.052734375,1024.0,6.343970673390699,14.0,141123584.0,53.333333333333336,169.66666666666666,246.0,0.8960382325345579,18.962962962962962,14.072553772176091,44.03217207096348,126.91408350788744,0.34198273270809404,0.0,0.0,0.002396070099806989,0.0,427.07142857142856,0.02864556033176652,0.05187596258849107,0.0,43.0,27.0,38.0,47.0,0.0,9844.0,21.0,21.0,0.0,0.052734375,0.240234375,0.0,1.0,0.5839089800893945,0.0205078125,0.10402275497765136,0.7962962962962963,0.5,0.7037037037037037,0.8703703703703703,0.23076923076923078,54.0,54.0,54.0,0.0,0.020120609808806273,2.5319075067162764,44.415947654369205,0.3984489551139246,54.0,0.0,HumanGO
671.0,0.0,111.40625,0.000907958431866077,32.0,0.9713383511087215,1.620476858345021,0.194109396914446,0.3240953716690042,32.0,1.0,3565.0,0.06418337818207474,5.0,11960575.0,8.054054054054054,12.764478764478765,230.66666666666666,0.9789854150014451,111.40625,2.9913681484403924,4.252565445593374,46.032428081148325,0.8012297045113901,0.2583681335897409,0.0,0.0,0.0,748.5002366882945,0.0,0.3757388428933246,671.0,9.0,0.0,3.0,19.0,671.0,0.0,6.0,0.0,1.0,0.008976157082748949,0.194109396914446,1.0,0.0,0.0,0.0,5.312965722801788,0.28125,0.0,0.09375,0.59375,0.6,32.0,32.0,32.0,0.0,0.03367348944284912,1.5043386557853309,157.79176534577937,0.9409479527364746,32.0,0.0,Yelp
3091.0,0.0,14.636363636363637,0.0005670425497802386,322.0,0.8963693565133772,1.065217391304348,0.2701863354037267,0.08876811594202899,22.0,0.06832298136645963,322.0,10.58533206969448,12.0,11943624.0,22.75,79.5,87.0,0.8589810370425982,14.636363636363637,6.990633139734723,23.736086494445946,31.93188147636677,0.38019466705458527,0.0,0.0,0.006398058076845173,0.0,132.41666666666666,0.048987487794125914,0.09645482910708628,0.0,14.0,8.0,10.0,21.0,0.0,3091.0,7.0,5.0,0.0,0.06832298136645963,0.2701863354037267,0.0,1.0,0.5593659010029117,0.015527950310559006,0.10417340666450987,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.9545454545454546,0.10606060606060606,22.0,22.0,22.0,0.0,0.005033404626672127,4.3635742517719045,21.11773372514083,0.24729335300010263,22.0,0.0,PlantGO
